database,workload,count,min_ms,max_ms,mean_ms,p50_ms,p95_ms,throughput_ops_sec,read_operations,write_operations,workers
FalkorDB,point_lookup,100,25.25079995393753,133.4942000103183,27.855912997038104,26.128800003789365,27.3251399747096,35.89299565771228,,,
FalkorDB,traversal_1hop,100,25.22160002263263,157.075299997814,51.265439999406226,26.274650008417666,87.68766004650388,19.50457787052719,,,
FalkorDB,traversal_2hop,100,25.217299989890307,26.87909995438531,25.89451800333336,25.875149993225932,26.45854999718722,38.61140268042015,,,
FalkorDB,traversal_3hop,100,25.1072000246495,155.59669997310266,47.6810900028795,26.581649988656864,88.16081002587453,20.97065002341936,,,
FalkorDB,filtered_lookup,100,24.16520001133904,157.68000000389293,50.7079700025497,26.076700014527887,87.43672500131652,19.71902596532446,,,
FalkorDB,aggregation,100,24.187800008803606,87.61349995620549,26.820569000556134,24.997349974000826,26.061144986306317,37.27874412972123,,,
FalkorDB,mixed_read_write,40,75.48639999004081,1016.19989995379,141.6797924975981,84.92079999996349,761.8985799752409,27.77818287594921,20,20,4
