database,workload,count,min_ms,max_ms,mean_ms,p50_ms,p95_ms,throughput_ops_sec,read_operations,write_operations,workers
Memgraph,point_lookup,100,139.8924000095576,678.3725999994203,160.95750499982387,150.27625000220723,175.8061750093475,6.212669814385524,,,
Memgraph,traversal_1hop,100,139.72929998999462,693.5232999967411,160.86719600425567,153.35114998742938,176.19630995613988,6.216151926083373,,,
Memgraph,traversal_2hop,100,140.08370001101866,682.5385999982245,162.11878899892326,149.74844999960624,176.26591003790958,6.168164532424605,,,
Memgraph,traversal_3hop,100,139.73220001207665,226.34380002273247,153.85932000353932,146.579849999398,174.22124999866355,6.499270417905687,,,
Memgraph,filtered_lookup,100,139.76450002519414,226.11490002600476,148.7545730022248,140.91784998890944,172.37846995994914,6.722284699134791,,,
Memgraph,aggregation,100,138.78600002499297,260.4587000096217,148.54077199473977,139.79385001584888,172.7863400039496,6.732002637223979,,,
Memgraph,mixed_read_write,40,139.93160001700744,853.85860002134,211.06472999817925,160.06964998086914,842.4730799655663,18.70650153861673,20,20,4
